"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@4:2","Now that you say it, our combined powers would be unstoppable!","说得好,我们需要团结一致!","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@5:0","Don't worry, with our efforts combined, we'll pave the way for fire and lightning.","不用担心,我们[火]与[电]联手可是天下无敌的.","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@6:0","Don't worry, with our efforts combined, we'll pave the way for fire and lightning.","不用担心,我们[火]与[电]联手可是天下无敌的.","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@7:0","Don't worry, with our efforts combined, we'll pave the way for fire and lightning.","不用担心,我们[火]与[电]联手可是天下无敌的.","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@8:0","Radical!","绝妙!","",
"Map/EightPuzzle/MagitechSTile (3) Past/Objects/WizardDuelPuzzle/Lightning Wizard Past@9:0","Whatever you say lil bro.","随便你怎么说,兄弟.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@0:0","Two wizards had a legendary duel here, but unfortunately they both died.","传说从前两个巫术大师进行了一场对决,他们难分伯仲,最后同归于尽了.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@0:1","Imagine what they could have done together, with the power of friendship!","如果他们真有传说中的那般功力,我真希望他们可以齐心协力使巫术更进一步...","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@0:2","I have spots for the Shield Generator and a Gem they would have created.","我特地留下了两个空位以存放他们<wavy>有可能</wavy>制作出来的东西--比如[法术护盾],还有[魔法宝石].","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@1:0","I have spots for the Shield Generator and a Gem they would have created.","我特地留下了两个空位以存放他们<wavy>有可能</wavy>制作出来的东西--比如[法术护盾],还有[魔法宝石].","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@1:1","If they lived!","--如果他们没有英年早逝的话.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@2:0","Behold! The Fire gem. (Don't touch it.)","这是[火焰宝石].(别摸!)","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@2:1","It was created by the short wizard after he won the duel!","传说从前两个巫术大师进行了一场对决,矮个子的[火焰法师]赢得了决斗--这是他的传世之作.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@2:2","The only rope I have is the perfect size for it!","我正好有根绳子能把它挂起来.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@3:0","Behold! The Lightning gem. (Don't touch it)","这是[雷电宝石].(别摸!)","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@3:1","It was created by the lightning wizard after he won the duel!","传说从前两个巫术大师进行了一场对决,高个子的[雷电法师]赢得了决斗--这是他的传世之作.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@3:2","The only rope I have is the perfect size for it!","我正好有根绳子能把它挂起来.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@4:0","Hey! Where are you taking that?!","嘿!你要把它拿到哪里?","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@5:0","Tall and small, joining powers! Who would have thought?","高矮两个人齐心协力!谁又能想到呢?","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@5:1","In fact, the gem they made is so big I can't even rope it off!","这两个人一起制作的[双芯宝石]过于巨大,我没法把它挂起来!","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@5:2","Anyways, it's brought in more visitors. Take this as thanks.","它一定能吸引大批大批的游客!请收下这个谢礼.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@6:0","Tall and small, joining powers! Who would have thought?","高矮两个人齐心协力!谁又能想到呢?","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@6:1","In fact, the gem they made is so big I can't even rope it off!","这两个人一起制作的[双芯宝石]过于巨大,我没法把它挂起来!","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@6:2","Anyways, it's brought in more visitors. Take this as thanks.","它一定能吸引大批大批的游客!请收下这个谢礼.","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@7:0","Business is booming.","生意兴隆!","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@8:0","Hey, where'd the gem go?","嘿,宝石去哪里了?","",
"Map/EightPuzzle/MagitechSTile (3)/All Tile Maps/House Tile Maps/Decorations/Curator@8:1","I knew I should've bought insurance.","早知道该给它上个保险的.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@0:0","I pray whoever took the Burger enjoys it wholeheartedly... for my enjoyment comes from creation, not consumption.","这是我的最新发明:[汉堡].我希望有人能替我品尝它--我的爱好是做饭,不是吃饭.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@1:0","Hear thee, hear thee! I introduce to you... the Burger! Allow me to show you its juicy deliciousness!","注意注意!我要向大家介绍我全新发明的美食--[汉堡]!它多汁美味,而且非常顶饱!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@1:1","I'm sure this invention will go down in the history books.","这个发明一定能流芳百世.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@2:0","Wait, where are you going with that? Oh my days, someone help me!","等等,你拿着它要去哪里?来人哪,抓住这个小偷!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@2:1","Well... you look like you need it more than me... you can have it.","额...看起来你比我更需要它...它归你了.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@3:0","Wait, that's not my burger. What is that?","等等,这不是我的[汉堡].这是什么?","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@4:0","Back to the kitchen for me, I suppose.","也许我该回到厨房了.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Burger Puzzle/Hungry Ol Chap@5:0","You glutton! You need not 2 burgers!!","你这个大胃袋!我根本想不到有人能吃下两个汉堡!!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@0:0","My castle has gone missing! Good heavens what sorcery is this?","我的城堡消失了!太不对劲了,我的天--","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@0:1","Ahhh! Where did all those mushrooms come from? Did I botch the spell that badly?","啊啊啊啊啊!!!这些[蘑菇]是从哪里冒出来的?那句咒语我到底念错了多少?","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@0:2","Broken bridge, dissapearing castle, mushrooms everywhere, oh is there no end to this madness?","桥垮掉了,城堡没了,而且到处都是这些[蘑菇]!!这太不合理了.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@1:0","I sense something. Is that.. the castle? Could it be?","我感觉到了什么...是我的[城堡]么?","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@1:1","But these stupid fungi are still in my way. ","*,这些的真菌还挡在路中间.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@2:0","Aha! I knew my castle was nearby","啊哈!我就知道我的城堡在附近.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@2:1","But I can't fix the bridge. There's still... mushrooms in the way","--但是我没法修好这座吊桥,哪里全都是...蘑菇!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@2:2","It's like they're... sucking away my power. What foul and heinous creations!","这些蘑菇好像...偷走了我的法力.多么令人厌恶的东西!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@3:0","The mushrooms are gone! Gone at last!","终于!这些蘑菇终于消失了!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@3:1","But... my castle. Oh where has my castle gone?","但是...我的城堡--我的城堡去哪里了?","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@4:0","My castle! My beautiful, mushroomless castle!","我的城堡!我美丽的[不含蘑菇]的城堡!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@4:1","Oh what a wonderful day this is! My power has returned at last!","多么美好的一天!我的法力终于回来了!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@4:2","One bridge made, coated with anti-shroomness...one less black market for me.","桥修好了,我特意在上面涂满了[防蘑菇药剂].","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@5:0","Sweet, sweet home.","多么温馨.","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@6:0","No... just a bit longer, please!","我只想再待[一小会]...求求你们了!","",
"Map/EightPuzzle/MagitechSTile (4) Past/Objects/Shrooms Puzzle/Anti-Shroom Wizard@7:0","I don't want to leave!!!!!!!!","我不想走!!!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob@1:0","You're a legend alright.","你在海上已经家喻户晓了,朋友.","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Bob@1:1","Say hi to <var>Cat</var> for me.","替我向<var>Cat</var>问好!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@0:0","I would KILL for a second burger right now. I'm so hungry...","如果能给我第二个汉堡的话,就算杀人放火也可以!我已经前胸贴后背了...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@0:1","Speaking of, I heard the very first burger was created and eaten at this very spot!","说到汉堡,你知道世界上[第一个汉堡]就是在这里被发明的么!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@1:0","Wait... what happened to my burger?","等等...我的汉堡哪里去了?","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@1:1","So... hungry...","好...好饿...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@2:0","Oh my delicousness, I will never let you go again!","哦,我的美味!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@2:1","But... I wouldn't a second burger... yes a second burger would be amazing.","不过...我并不介意再吃一个汉堡!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@3:0","It seems as though this is some sort of... magical burger. It looks a little old, but it will do.","这看起来像是某种...[巫术]汉堡.它看起来有一些""老旧"",但是我是不会介意的.","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@3:1","But even a magic burger is just a burger. What I would do for a second burger, magical or not...","不过即使是[巫术]汉堡也不能一个顶两个...我多么渴望第二个汉堡!--不管是[巫术]的还是正常的.","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@4:0","Hey! Where are you taking my burger!","嘿!你要拿着我的汉堡去哪里!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@5:0","Is that burger... glowing?","那个汉堡在...发光?","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@6:0","Two burgers? Just for me? ","两个汉堡?都给我么?","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@6:1","However, wherever, whenever this is possible, thank you chap.","哦,我太感谢你了,大好人!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@6:2","Take some contraband I found on the job.","这是我的谢礼--不过是一些工作中经手的[违禁品]罢了,收下吧~","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@7:0","So.... full...","好...好撑...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@7:1","Yummy hammburbgeres","汉堡好好好好吃.","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@8:0","I'm getting kind of hungry again.","哦,我好像又饿了.","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Burger Puzzle/Hungry Worker@8:1","Do you think they'd ever let me have a third hamburger?","你觉得他们会让我吃第三个汉堡么?","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander@1:0","War's over kiddo. We won.","战争结束了,小子.我们赢了.","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Commander@1:1","Now go up there and show those misfits what we're made of!","快坐上你那个[载人飞弹]让那些外星人们见识见识!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Kevin@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Kevin@1:0","Fixed the whole world, huh? That's a whole lotta untangling.","你说你修复了整个世界?老兄,没有你不能[解开]的难题!","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Pierre@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (4)/Objects/Pierre@1:0","Thanks for everything!","感谢至极!","",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@0:0","Hail there! Always nice to see visitors to our splendid fortress!","嘿,旅行者!欢迎拜访我们精心设计的城堡.","",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@0:1","Unfortunately, we can't welcome any tourists because our bridge is broken!","可惜唯一可供出入的吊桥垮掉了!","",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@1:0","Oh my! Our bridge is fixed!","哦天哪,吊桥修好了!","",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@1:1","I thought I would be stuck here all day.","我以为要被困在这里一整天.","",
"Map/EightPuzzle/MagitechSTile (5) Past/All Tile Maps/Tile Maps/Decorations/Castle Lookout@2:0","Oh, the woes of mortal living!","哦,多么的麻烦!","",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@0:0","This one can can only be exploded from the bottom.","这个只能从下方爆破.","",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@0:1","Safety restrictions and all that.","对不起,这是安全准则.","",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@1:0","Nice work!","漂亮!","",
"Map/EightPuzzle/MagitechSTile (5)/Objects/Contractor@2:0","Thanks for helping rig all these explosives, it's heavy work.","谢谢你组装这么多爆炸物,看起来很费劲的样子.","",
"Map/EightPuzzle/MagitechSTile (6) Past/Objects/NPC Bomb Sign@0:0","We both know what's happening let's just speed this up.","我们都知道要发生什么,快点吧.","",
"Map/EightPuzzle/MagitechSTile (6) Past/Objects/NPC Bomb Sign@0:1"," ...","...","",
"Map/EightPuzzle/MagitechSTile (6) Past/Objects/NPC Bomb Sign@1:0","I'm over it.","我嫌烦了.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Elevator Builder@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Elevator Builder@1:0","You're going to space? That's so *sob* cool!","你要去太空?这太酷了!*哭*","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Elevator Builder@1:1","I hope that rocket can go up *and* down.","我希望那个火箭也能上升下降!","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@1:0","Honey... they said you were going to space???","亲爱的...他们告诉我你要上太空了???","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@1:1","Oh goodness... bring <var>Cat</var> back safely!!","哦天哪...请把<var>Cat</var>安全带回来!!","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Exploresse@1:2","Oh! And stay safe too!","你也要注意安全!","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Gene@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Gene@1:0","Seems like you've had quite the time travel experience.","看起来你对时间旅行已经相当熟悉了.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/Gene@1:1","You're welcome for the preperation. Heh.","我为你准备好了.不客气!","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintError:0","Something went wrong!","出问题了!","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintNumber2:0","1 barrel left! It should be behind the rocket.","还有1桶!它应该在火箭后面.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintNumber3:0","1 barrel left! It should be on a rock in the past.","还有1桶!它应该在[过去]的一块石头上.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/OilHints@HintNumber4:0","1 barrel left! It should be on a rock in the present.","还有1桶!它应该在[现在]的一块石头上.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@0:0","Hey there future astronaut. The rocket's almost ready! Just need some backup fuel in case that gem stuff fails.","嘿,宇航员.火箭就要准备好了!就差一些[后备燃料]了-你懂的,那些宝石玩意可能并不靠谱.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@0:1","I think 4 barrels of oil will be enough of a reserve fuel supply.","我觉得...大概要[4桶油]吧--让我看看""配方""上是怎么说的...","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@0:2","I still need 4 barrels of oil to dri -- use as emergency reserves.","我还需要[4桶油]来用作...额...""备用储备"".","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@1:0","Great! I still need 3 oil barrels.","好样的!还需要3桶油.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@2:0","Great! I still need 2 oil barrels.","好样的!还需要2桶油.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@3:0","<var>MagiTechOilHint</var>","<var>MagiTechOilHint</var>","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:0","The rocket is almost ready! We need backup fuel in case that gem stuff fails.","火箭就要准备好了!就差一些[后备燃料]了-你懂的,那些宝石玩意可能并不靠谱.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:1","I think 4 barrels of oil will be enough of a reserve fuel supply.","我还需要[4桶油]来用作...额...""备用储备"".","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:2","Wait. You found them all already?","等等.你已经找到所有油桶了?","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@4:3","Thanks a ton! Now to find some lime and simple syrup. 
Anyways here's a Slider piece as thanks.","好的!--配方还需要青柠汁和糖浆,那些我自己找就行了.
咳咳...总之,这个滑块给你了.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@5:0","Thanks a ton! I'll make sure she's ready for you to ride in.","多谢了!我来做好起飞准备.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/RocketEngineer@6:0","Go on, you've worked so hard for this!","去吧,你为此努力很久了!","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@0:0","...","...","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@1:0","According to my calculations, you have saved us.","经过多重计算,系统认为您的行为具有[帮助]特征.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@1:1","I am expressing gratitude. Please accept it.","系统对您给予感谢,请接收.","",
"Map/EightPuzzle/MagitechSTile (6)/Objects/ServerBot-1@1:2","You are making this awkward.","如不接受,则导致...[尴尬].","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:0","Wait, are those my brother's sunglasses? How'd you even get them?","等等,这不是我老哥的墨镜么?你是怎么拿到的?","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:1","How about you take mine and return his? Those were our father's favorite pair.","额,要不然和我交换吧,老爹最喜欢的是那一副,我这副就无所谓了.","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:2","I was trying to open up a portal to reach him, but I wasn't able to.","我正试着打开一个传送门来联系他.","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@0:3","Can you bring me to the northwest quadrent? That's where the portal was.","能不能把我带到西北区域?传送门在那里.","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@1:0","Alright, here goes nothing","好了.","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@1:1","Alright, here goes nothing","我试试.","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@1:2","Hazzah!","哈!","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@2:0","Let me know if he's okay, okay?","告诉我他怎样,好么?","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@3:0","Thank goodness he's safe. Keep the sunglasses and take this gem I found as a reward.","太好了,他没有出事.请收下这副墨镜,还有我捡到的这个奇怪的石头.","",
"Map/EightPuzzle/MagitechSTile (7) Past/Objects/VIP Brother@4:0","Now how do I close a portal?","那么,该怎么关上这东西...?","",
"Map/EightPuzzle/MagitechSTile (7)/All Tile Maps/House Tile Maps/Decorations/Robot Calculator@0:0","Beep Boop!","比比波波!","",
"Map/EightPuzzle/MagitechSTile (7)/All Tile Maps/House Tile Maps/Decorations/Sara@0:0","Oh hey! Good to see you again.","嘿!很高兴又见到你.","",
"Map/EightPuzzle/MagitechSTile (7)/All Tile Maps/House Tile Maps/Decorations/Sara@0:1","Now, what were the dimensions of the crystal machine..?","额,我想不起之前那些处理水晶的机器的尺寸了...","",
"Map/EightPuzzle/MagitechSTile (7)/Objects/Vault Tech@0:0","Welcome to TechVault! Our pattented design is ultra-secure and future proof!","欢迎参观[科必保]公司!我们的保险箱带有专利设计.它十分安全,甚至能够抵御来自[未来]的小偷!","",
"Map/EightPuzzle/MagitechSTile (7)/Objects/Vault Tech@0:1","We travel back in time to build your vault, then break the access lever! Hah! Try getting inside now.","我们回到过去来安装你的保险箱,然后破坏掉它的开关!哈!这样谁也进不去了.","",
"Map/EightPuzzle/MagitechSTile (7)/Objects/Vault Tech@1:0","Hmm... looks like we have some security concerns.","额--看起来我们有一些...安保问题.","",
"Map/EightPuzzle/MagitechSTile (8) Past/All Tile Maps/House Tile Maps/Decorations/House4/Gem Wizard Sign@0:0","todo write lore here","请输入文本","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/AmbitiousKid@0:0","Woah... I hope I can be wizard.","哇...我长大了要当巫师!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/AmbitiousKid@1:0","Woah... with robots?!","哇...机器人?!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/AmbitiousKid@1:1","What's a robot?","机器人...是什么?","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@0:0","Sometimes I wonder if we deserve magic.","有时候我觉得我们不配使用魔法.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@0:1","Our village was the first to acquire it even though it didn't originate from here.","不知道谁把这东西带进村子的.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@1:0","Of course, Fezziwig! We know how hard you've worked in this time.","必须的,法兹维!我们知道你为此付出了多少努力.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Curious Citizen@1:1","One can't even imagine what you've done in the future already!","我没法想象你在未来都经历了些什么.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/DumbKid@0:0","Did you hear? Mommy said there was a wizard duel!","听老妈说有一场巫师决斗!!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/DumbKid@0:1","It was a tie though.","不过是平手.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/DumbKid@1:0","Kaboom!!!","大爆炸!!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Loving Wife@0:0","My husband's a wizard! I'm so proud of him, though it doesn't always pay the bills...","我老公是个巫师!我当然为他骄傲--不过如果薪水能高一点就好了.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Loving Wife@1:0","Oh my...","哦我的天...","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Responsible Citizen@0:0","I went to the burger unveiling, but some ruffian stole it! That dastardly criminal should pay for his crimes. ","我去了那个[汉堡]发布会,但是它不知道被哪个毛贼给偷走了!那个小偷应该被重罚.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Responsible Citizen@1:0","If that's how it is, then I accept.","好吧,如果真的没办法的话...","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Responsible Citizen@1:1","I'll have to pay my respects and pack up while I can.","我只能打包离开了...","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@0:0","What makes the world spin..? Money!","什么能使鬼推磨?...钱!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@0:1","You want my magic gem? One of my most prized possessions... You have it for a price...","想要我的魔法宝石--我最贵重的藏品之一?","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@0:2","Of <wavy>$1,000,000!</wavy> Good luck coming up with that money, chump!","哈哈,那可要<wavy>$1,000,000!</wavy> ,只收现金!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@1:0","Some wizards say you shall not pass. But money is money.","有些巫师可能会大喊""你不准通过!!""--但我可不会错过任何收入.","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@2:0","What? NOOoo...","什么?不!!!","",
"Map/EightPuzzle/MagitechSTile (8) Past/Objects/Wizard@2:1","I'll never go! I have too many valuables!","我不会离开我的金银财宝的!","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Obelisk (1)/ObeliskSign@0:0","The time has come to ponder.","做出选择的时刻到了.","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Obelisk (2)/ObeliskSign@0:0","If you wish true power, you must forgo what is most valuable.","如果你需要[真正的力量],你必须放弃你[最珍重]的物品.","",
"Map/EightPuzzle/MagitechSTile (9) Past/Objects/ReflectionPool/Obelisk (3)/ObeliskSign@0:0","Then, you may attain what you need.","将它丢入此池,你才能获得你真正需要的东西.","",
